pmc,repoIDcount
PMC3751341,3
PMC4357728,20
PMC2944782,78
PMC3412164,14
PMC3394300,4
PMC3439932,2
PMC3814376,1
PMC5449599,1
PMC2944782,78
PMC4618947,31
PMC5427619,24
PMC3236061,1
PMC3750472,8
PMC4373061,10
PMC3750472,8
PMC4373061,10
PMC3750472,8
PMC4373061,10
PMC3750472,8
PMC4373061,10
PMC5240434,6
PMC3680018,9
PMC3680018,9
PMC3129592,3
PMC3685601,1
PMC3394341,13
PMC3491412,12
PMC3458527,3
PMC3734162,2
PMC4702803,14
PMC3534338,2
PMC3427045,5
PMC3682895,14
PMC3427045,5
PMC3750472,8
PMC4373061,10
PMC4836190,3
PMC4784276,29
PMC4608100,3
PMC2833160,2
PMC3439920,4
PMC4824118,21
PMC2833160,2
PMC5046977,11
PMC4147902,12
PMC5424422,2
PMC3491371,5
PMC3237928,2
PMC3446278,10
PMC4261523,3
PMC4377852,12
PMC2926781,3
PMC3446318,13
PMC4895727,2
PMC4049504,5
PMC3333181,2
PMC3521209,1
PMC4448317,3
PMC3568710,6
PMC3431293,36
PMC3890500,2
PMC4082612,5
PMC4165360,5
PMC3626856,5
PMC3721986,8
PMC3431293,36
PMC3749952,26
PMC4258300,3
PMC3663113,5
PMC3597655,6
PMC4177668,5
PMC4512094,18
PMC3025572,20
PMC4066761,7
PMC5154163,10
PMC4375924,2
PMC4815201,3
PMC5100587,2
PMC3495651,3
PMC2958743,4
PMC3439884,1
PMC2944782,78
PMC3132170,1
PMC3460730,3
PMC3479194,1
PMC3320577,1
PMC3643598,2
PMC3737527,1
PMC4443654,3
PMC4574526,17
PMC4774023,3
PMC5387268,2
PMC4158063,2
PMC3798758,3
PMC5324221,5
PMC4082612,5
PMC4165360,5
PMC4546048,7
PMC5237151,12
PMC3616870,9
PMC2853524,1
PMC3223864,16
PMC3224234,5
PMC3521215,5
PMC4877997,14
PMC4784276,29
PMC4902951,9
PMC3909937,2
PMC4046673,64
PMC5288875,3
PMC3333884,7
PMC4347619,2
PMC2944782,78
PMC2717951,45
PMC2944782,78
PMC3219569,3
PMC4374500,4
PMC5374559,5
PMC5499583,7
PMC2965384,3
PMC4869178,19
PMC3491371,5
PMC3431293,36
PMC3645958,6
PMC3997969,10
PMC4618947,31
PMC4674855,14
PMC5001231,2
PMC4914126,20
PMC4342825,19
PMC3431293,36
PMC3651355,1
PMC4234496,1
PMC3964976,12
PMC4636788,1
PMC4574526,17
PMC3329404,1
PMC3620544,3
PMC4340671,2
PMC3037900,5
PMC2944782,78
PMC4331715,3
PMC2717951,45
PMC5001247,1
PMC3837470,3
PMC3159465,16
PMC4147902,12
PMC3997969,10
PMC4083401,7
PMC4618947,31
PMC4674855,14
PMC4547403,8
PMC4914126,20
PMC5427619,24
PMC5701423,3
PMC4853861,5
PMC2831002,28
PMC4551916,4
PMC3616870,9
PMC4566848,9
PMC3499383,30
PMC4164741,3
PMC3936722,3
PMC3562514,6
PMC4165371,4
PMC3132168,4
PMC3874198,2
PMC4176189,4
PMC2945940,38
PMC4290387,3
PMC4559919,6
PMC4857002,3
PMC5499851,3
PMC4053776,4
PMC4512094,18
PMC5640951,19
PMC3426489,5
PMC3516532,13
PMC4051169,1
PMC4227138,7
PMC2978365,3
PMC3532182,3
PMC4053733,11
PMC3599607,1
PMC4054831,4
PMC4026834,1
PMC4392865,9
PMC4497424,2
PMC4600256,1
PMC4928286,12
PMC4618947,31
PMC4914126,20
PMC5336655,2
PMC5427619,24
PMC3351155,5
PMC4053776,4
PMC3965058,3
PMC3649990,1
PMC3836703,3
PMC4165906,3
PMC4147902,12
PMC4674855,14
PMC4864913,2
PMC4895785,4
PMC4975902,6
PMC5159538,2
PMC5038951,6
PMC4784276,29
PMC4902951,9
PMC3749952,26
PMC4245730,1
PMC3333852,7
PMC3553984,5
PMC2822754,3
PMC3089475,2
PMC3460789,10
PMC2944782,78
PMC2865505,2
PMC3252274,3
PMC1929138,4
PMC2822536,7
PMC4512094,18
PMC3753644,4
PMC3616740,2
PMC2620272,37
PMC2718516,4
PMC2677891,8
PMC3180392,2
PMC4053733,11
PMC4840974,5
PMC4046673,64
PMC4618947,31
PMC5427619,24
PMC4062052,2
PMC5638208,2
PMC3113938,3
PMC3443057,1
PMC4197225,9
PMC4240891,5
PMC5640951,19
PMC3300008,11
PMC4053810,2
PMC4053864,11
PMC4240891,5
PMC4046673,64
PMC4618947,31
PMC4914126,20
PMC5427619,24
PMC5640951,19
PMC5389674,9
PMC5435931,4
PMC2064937,1
PMC2553442,5
PMC2335306,3
PMC2364634,6
PMC2863163,8
PMC2887810,5
PMC2892466,4
PMC2895626,5
PMC2946304,5
PMC3073183,10
PMC3113938,3
PMC3224118,16
PMC3238181,2
PMC3314566,10
PMC3436770,6
PMC3481447,1
PMC3446278,10
PMC3549822,2
PMC3614553,4
PMC3848894,6
PMC3703268,4
PMC3852209,4
PMC3848818,6
PMC3663086,2
PMC3961800,9
PMC3581797,12
PMC4197225,9
PMC4474423,3
PMC4433130,14
PMC4769543,6
PMC4895817,2
PMC5073942,2
PMC5104320,7
PMC5629553,4
PMC4068973,5
PMC3125730,20
PMC3245920,11
PMC4512094,18
PMC4902951,9
PMC3534601,2
PMC5210615,21
PMC3394341,13
PMC3019229,4
PMC3125759,2
PMC3597654,3
PMC4320513,2
PMC3315303,5
PMC3406964,7
PMC3413115,7
PMC3905897,3
PMC3458521,7
PMC3843544,3
PMC5547545,3
PMC3874207,5
PMC4258272,5
PMC4856961,27
PMC3866260,3
PMC4374500,4
PMC5594519,10
PMC3562514,6
PMC3490713,3
PMC3351155,5
PMC3458521,7
PMC3848857,2
PMC4650296,26
PMC4849722,3
PMC3208247,5
PMC3475006,5
PMC3753644,4
PMC3997969,10
PMC4137096,11
PMC4559909,6
PMC3475006,5
PMC3844490,6
PMC4008360,5
PMC3852103,4
PMC3753644,4
PMC4872073,1
PMC3245920,11
PMC2248562,2
PMC2335306,3
PMC2665050,1
PMC2745680,9
PMC2788585,4
PMC2810306,3
PMC2928207,1
PMC2902438,3
PMC3203354,24
PMC3223864,16
PMC3073923,12
PMC3287484,2
PMC3412164,14
PMC3580496,11
PMC3479185,4
PMC3645958,6
PMC3826595,7
PMC4158620,1
PMC4246436,4
PMC4339678,2
PMC4702927,4
PMC4784276,29
PMC5041471,4
PMC4895727,2
PMC4456708,2
PMC5416769,3
PMC4977876,2
PMC3245920,11
PMC4302108,16
PMC3141272,2
PMC3637832,2
PMC3899927,1
PMC4618947,31
PMC4914126,20
PMC5427619,24
PMC3203354,24
PMC3682895,14
PMC3599357,7
PMC4905609,2
PMC5133487,3
PMC4302108,16
PMC4334403,5
PMC2944782,78
PMC5397178,2
PMC3469419,2
PMC3431293,36
PMC4054674,1
PMC3431293,36
PMC3723500,7
PMC3005310,1
PMC3412749,1
PMC3673811,2
PMC4625461,11
PMC5493069,3
PMC3091702,2
PMC2528195,6
PMC3091643,4
PMC4052286,2
PMC3582450,5
PMC4086127,1
PMC3919606,3
PMC3443660,1
PMC3458521,7
PMC4489260,6
PMC4082612,5
PMC4165360,5
PMC5449593,15
PMC4240891,5
PMC5416844,3
PMC4539887,3
PMC5374636,2
PMC2375028,5
PMC4987914,7
PMC2435556,9
PMC4081075,13
PMC4566848,9
PMC4335788,15
PMC2262071,2
PMC2978222,14
PMC3203354,24
PMC3599513,4
PMC3747860,2
PMC4190348,4
PMC5324221,5
PMC3798758,3
PMC4480911,1
PMC4739640,10
PMC5096314,9
PMC5124223,7
PMC5688663,5
PMC4566848,9
PMC3852103,4
PMC3125730,20
PMC4117791,2
PMC4331715,3
PMC4446127,1
PMC3224118,16
PMC4068973,5
PMC2709262,1
PMC2753889,1
PMC3287503,1
PMC3130287,2
PMC3476434,3
PMC3386155,5
PMC2620272,37
PMC2718516,4
PMC2996925,4
PMC2978353,2
PMC3073923,12
PMC3178546,16
PMC3412164,14
PMC3460789,10
PMC3491412,12
PMC4054099,3
PMC4552366,6
PMC4368751,2
PMC5124285,3
PMC5388418,2
PMC5591525,9
PMC5154163,10
PMC3964976,12
PMC2848541,5
PMC3266878,6
PMC3599357,7
PMC5569477,4
PMC3524317,3
PMC4618947,31
PMC4884362,3
PMC5356398,2
PMC5408923,8
PMC4866742,3
PMC3236847,23
PMC3333884,7
PMC4256829,3
PMC3964976,12
PMC4376348,6
PMC1904248,5
PMC3505159,1
PMC4248814,2
PMC3479210,3
PMC3936722,3
PMC5388394,5
PMC5154163,10
PMC3218661,1
PMC5554409,1
PMC4005682,8
PMC3751779,8
PMC3637798,3
PMC4234469,3
PMC3073923,12
PMC3333884,7
PMC4377852,12
PMC4377852,12
PMC5442873,6
PMC4506483,10
PMC5416886,1
PMC4987914,7
PMC5124223,7
PMC4659237,15
PMC4308895,2
PMC4625869,1
PMC2944782,78
PMC3439971,4
PMC3394341,13
PMC5427619,24
PMC3626856,5
PMC3971351,10
PMC4702803,14
PMC4836068,2
PMC5244546,4
PMC5688663,5
PMC5345243,26
PMC5175345,4
PMC4559919,6
PMC4857002,3
PMC5084341,8
PMC5084341,8
PMC4474423,3
PMC5259956,2
PMC5084341,8
PMC4355475,2
PMC3668197,2
PMC3581797,12
PMC3879661,1
PMC4073502,1
PMC4966569,2
PMC2820675,6
PMC2804686,1
PMC3443452,11
PMC4357728,20
PMC5154105,6
PMC5501949,3
PMC2943622,12
PMC2944782,78
PMC3460777,6
PMC4027199,1
PMC4806451,1
PMC5499579,2
PMC5587775,3
PMC2943622,12
PMC4381047,4
PMC2311292,18
PMC3236847,23
PMC4165360,5
PMC4653947,1
PMC3902941,3
PMC3013750,12
PMC2848541,5
PMC5237282,5
PMC4251037,1
PMC3679970,2
PMC3202273,2
PMC4402510,2
PMC3549800,3
PMC2978222,14
PMC2943622,12
PMC3073183,10
PMC3568420,10
PMC3521227,11
PMC4650296,26
PMC4289351,5
PMC3627582,2
PMC4574526,17
PMC4877997,14
PMC4784276,29
PMC4373061,10
PMC3013750,12
PMC3903047,5
PMC4234469,3
PMC5080714,1
PMC4804564,6
PMC5488362,2
PMC4053723,2
PMC3413115,7
PMC3516532,13
PMC3643598,2
PMC4842274,1
PMC4824118,21
PMC5429578,2
PMC5449593,15
PMC4538818,3
PMC3098073,1
PMC3928520,2
PMC5009724,4
PMC4659237,15
PMC5353968,1
PMC3930826,3
PMC3605061,3
PMC4290694,2
PMC4678722,6
PMC5408923,8
PMC4877997,14
PMC4784276,29
PMC4902951,9
PMC4674855,14
PMC5217208,3
PMC3591264,5
PMC3765721,6
PMC4267611,2
PMC5069797,17
PMC4769831,2
PMC3439921,3
PMC1913926,1
PMC4574526,17
PMC3132168,4
PMC3224118,16
PMC3236847,23
PMC3439967,4
PMC2822536,7
PMC4029357,9
PMC3764016,1
PMC5001207,5
PMC2822536,7
PMC3936758,5
PMC4076981,4
PMC3971345,2
PMC3675495,1
PMC4987876,4
PMC3874207,5
PMC4499120,6
PMC4824118,21
PMC5041455,3
PMC5481992,2
PMC3570387,2
PMC3521175,1
PMC4041454,5
PMC3002903,4
PMC3749952,26
PMC4256903,3
PMC5133487,3
PMC4889937,3
PMC4016583,1
PMC5259824,2
PMC4942116,12
PMC4053849,3
PMC5691387,14
PMC5219701,10
PMC3844490,6
PMC4658802,1
PMC4756407,9
PMC5591525,9
PMC4053950,4
PMC4331710,25
PMC4874011,1
PMC4378318,8
PMC5041456,3
PMC5686814,2
PMC5449593,15
PMC4963954,8
PMC2945940,38
PMC3898825,2
PMC4380107,3
PMC5209853,2
PMC4856961,27
PMC4857427,6
PMC4235196,2
PMC3570216,4
PMC3964976,12
PMC4035062,5
PMC4053864,11
PMC4066752,2
PMC4227755,9
PMC4267652,2
PMC4824118,21
PMC4914103,4
PMC5096314,9
PMC5442873,6
PMC4116484,2
PMC4446265,3
PMC4416174,2
PMC1851713,3
PMC2865494,1
PMC2865499,5
PMC3019180,7
PMC3971351,10
PMC4831157,3
PMC4756407,9
PMC2887810,5
PMC2902438,3
PMC2865519,9
PMC3073183,10
PMC3128864,3
PMC3314566,10
PMC3348047,3
PMC3436770,6
PMC3521227,11
PMC3614553,4
PMC3961800,9
PMC4895817,2
PMC5477283,1
PMC5629553,4
PMC4054784,1
PMC2967749,17
PMC3491412,12
PMC4302108,16
PMC4877997,14
PMC4784276,29
PMC4902951,9
PMC4357735,3
PMC5701423,3
PMC4928286,12
PMC1475850,32
PMC4046690,3
PMC4824072,3
PMC4583191,2
PMC4636836,2
PMC4774106,1
PMC4719699,5
PMC5465565,4
PMC5501949,3
PMC2848242,2
PMC4333416,2
PMC5596466,3
PMC4046690,3
PMC4111849,1
PMC4194418,3
PMC5069797,17
PMC4714477,7
PMC5193323,6
PMC2257939,25
PMC4165366,2
PMC3300008,11
PMC3794608,4
PMC4551517,1
PMC4977482,2
PMC5517040,2
PMC4702886,3
PMC4094773,2
PMC4480902,5
PMC5449203,1
PMC2768986,13
PMC4392865,9
PMC4928286,12
PMC5446715,4
PMC2884167,4
PMC5408923,8
PMC3580496,11
PMC3834796,1
PMC3633050,1
PMC3637798,3
PMC4053815,1
PMC3965069,2
PMC4046690,3
PMC4066801,2
PMC4132698,4
PMC4267661,1
PMC4375928,5
PMC5103424,3
PMC4714477,7
PMC4919871,2
PMC4979126,5
PMC5055659,1
PMC4731929,3
PMC5137420,2
PMC5193323,6
PMC5379536,3
PMC5369021,4
PMC5193323,6
PMC2944782,78
PMC3199761,1
PMC4271563,1
PMC2383918,23
PMC2768986,13
PMC4226948,8
PMC5389536,16
PMC4874696,5
PMC5462476,6
PMC4840974,5
PMC4073816,5
PMC4840974,5
PMC5046977,11
PMC3446274,4
PMC4073816,5
PMC4289351,5
PMC4539712,3
PMC3852105,1
PMC4739325,3
PMC4652745,8
PMC5054584,11
PMC4176189,4
PMC4965733,10
PMC5471957,1
PMC4551945,3
PMC4053938,9
PMC3905897,3
PMC4334403,5
PMC4756855,8
PMC3751341,3
PMC4070549,6
PMC4705743,3
PMC4824118,21
PMC4302108,16
PMC4787753,15
PMC4856961,27
PMC4566848,9
PMC2745680,9
PMC2943622,12
PMC3521227,11
PMC3446278,10
PMC3431293,36
PMC3877965,6
PMC4147902,12
PMC4083401,7
PMC3580410,8
PMC5303311,2
PMC3964976,12
PMC4226948,8
PMC4227755,9
PMC4426842,1
PMC4446265,3
PMC4977478,2
PMC4914103,4
PMC3728068,4
PMC4877997,14
PMC2838864,4
PMC2943622,12
PMC3678540,1
PMC4066778,4
PMC4756855,8
PMC3098084,6
PMC2824719,3
PMC3458527,3
PMC4053990,9
PMC3890420,3
PMC3236847,23
PMC4331807,1
PMC4460634,6
PMC4086064,6
PMC5575942,5
PMC3932016,7
PMC2967749,17
PMC3013804,10
PMC2893168,4
PMC2944782,78
PMC3178546,16
PMC4302125,3
PMC4928286,12
PMC4551945,3
PMC5045719,4
PMC4784276,29
PMC4305985,1
PMC3568420,10
PMC3721986,8
PMC5154163,10
PMC1851713,3
PMC1931595,7
PMC2865499,5
PMC3019180,7
PMC4086064,6
PMC5038951,6
PMC4289351,5
PMC4392865,9
PMC4928286,12
PMC5363043,12
PMC4635600,3
PMC4086064,6
PMC4227755,9
PMC4446265,3
PMC4908685,6
PMC4914103,4
PMC4759767,5
PMC4965733,10
PMC5140048,2
PMC5395847,2
PMC5345243,26
PMC5210615,21
PMC4853852,12
PMC5427619,24
PMC3475661,3
PMC4302112,3
PMC2311292,18
PMC3236847,23
PMC5210651,16
PMC4279962,1
PMC3831817,2
PMC5364679,2
PMC4512160,8
PMC4566848,9
PMC3491416,5
PMC3846580,2
PMC4226948,8
PMC4231734,3
PMC5694901,6
PMC3751090,24
PMC3094239,4
PMC3049149,8
PMC3164707,2
PMC2944782,78
PMC4066761,7
PMC3073923,12
PMC3258120,19
PMC3424966,4
PMC3510497,2
PMC3643575,3
PMC3749952,26
PMC4512094,18
PMC3750405,8
PMC4942116,12
PMC2680807,14
PMC4869178,19
PMC3591264,5
PMC5640951,19
PMC4191384,1
PMC4650858,2
PMC4824118,21
PMC4342825,19
PMC5576322,2
PMC3847189,2
PMC4566848,9
PMC3013754,1
PMC3082889,2
PMC3174950,1
PMC3177207,3
PMC3648373,1
PMC4058931,1
PMC4288635,1
PMC4551367,1
PMC4847341,1
PMC4965712,1
PMC4997703,1
PMC5657050,1
PMC5055345,6
PMC5449544,4
PMC5449546,3
PMC2743671,5
PMC2885376,3
PMC3023695,1
PMC3443069,21
PMC4618947,31
PMC4377021,4
PMC4914126,20
PMC4005660,2
PMC5629619,3
PMC2553442,5
PMC2335306,3
PMC2572072,1
PMC2364634,6
PMC2527336,5
PMC2674431,1
PMC2689196,7
PMC2734555,6
PMC2935415,4
PMC2838864,4
PMC2824719,3
PMC2996978,3
PMC2902438,3
PMC2946304,5
PMC2990745,2
PMC2865519,9
PMC3073183,10
PMC3247082,4
PMC3238181,2
PMC3314566,10
PMC3375631,1
PMC3598775,7
PMC3961800,9
PMC3965035,7
PMC3581797,12
PMC4168973,5
PMC4433130,14
PMC5104320,7
PMC5629619,3
PMC4053810,2
PMC4053864,11
PMC4392865,9
PMC4782368,4
PMC5446715,4
PMC5366155,4
PMC4227755,9
PMC4539688,3
PMC4443654,3
PMC4549084,3
PMC4574526,17
PMC4551926,4
PMC4824072,3
PMC4774023,3
PMC4882777,1
PMC4914103,4
PMC5387268,2
PMC5686814,2
PMC5217551,3
PMC5449546,3
PMC3156954,1
PMC2262071,2
PMC2975422,18
PMC3203354,24
PMC2620272,37
PMC2435556,9
PMC2637897,5
PMC2654039,4
PMC2724286,1
PMC2875241,5
PMC2885376,3
PMC3203354,24
PMC3073923,12
PMC3178546,16
PMC3516532,13
PMC4552366,6
PMC4647470,4
PMC4702811,8
PMC5069797,17
PMC5594519,10
PMC5521070,4
PMC5389567,8
PMC4888261,17
PMC3443069,21
PMC4618947,31
PMC4914126,20
PMC5427619,24
PMC4148192,1
PMC5667928,2
PMC4559909,6
PMC4053938,9
PMC3905897,3
PMC5193323,6
PMC5577775,7
PMC3906902,4
PMC4856961,27
PMC3531122,11
PMC3531122,11
PMC3531122,11
PMC3531122,11
PMC3446319,2
PMC4304210,3
PMC4245947,2
PMC4787753,15
PMC4054018,2
PMC4062047,12
PMC4682411,1
PMC4380107,3
PMC4717622,2
PMC5001206,3
PMC5570030,7
PMC4053982,4
PMC4848814,3
PMC5465565,4
PMC4824118,21
PMC5345243,26
PMC4262117,33
PMC2944782,78
PMC4824118,21
PMC4980791,12
PMC5389536,16
PMC4076981,4
PMC5294888,2
PMC4482058,4
PMC4917940,2
PMC5513504,1
PMC5294888,2
PMC4031158,2
PMC4262117,33
PMC3581797,12
PMC2397416,3
PMC2743671,5
PMC2637897,5
PMC3315298,11
PMC3443069,21
PMC4618947,31
PMC4377021,4
PMC4914126,20
PMC5389567,8
PMC5640951,19
PMC4965098,2
PMC4756855,8
PMC5471961,2
PMC5615262,4
PMC4226948,8
PMC4872117,6
PMC2997009,10
PMC4053864,11
PMC4840974,5
PMC5640951,19
PMC4756855,8
PMC4856961,27
PMC3025572,20
PMC2944782,78
PMC3287484,2
PMC3125759,2
PMC1784106,2
PMC1851713,3
PMC2865499,5
PMC3971351,10
PMC4942116,12
PMC4942116,12
PMC4770247,1
PMC4756855,8
PMC5137441,3
PMC5416830,8
PMC4165373,4
PMC5543425,3
PMC2949890,12
PMC4977478,2
PMC2831002,28
PMC3022631,11
PMC3166942,2
PMC3130285,2
PMC3441531,1
PMC4046673,64
PMC4730593,9
PMC4064312,1
PMC3706778,8
PMC4054098,4
PMC5604413,2
PMC3225231,9
PMC3783169,5
PMC4307189,4
PMC4886428,6
PMC2831002,28
PMC3013804,10
PMC5540598,4
PMC4054835,3
PMC4641376,2
PMC5374559,5
PMC5594519,10
PMC3224118,16
PMC3236847,23
PMC3258120,19
PMC4512094,18
PMC4746802,5
PMC4644070,2
PMC4980791,12
PMC2944782,78
PMC3287486,3
PMC3581797,12
PMC5408923,8
PMC2748096,62
PMC5522596,5
PMC3936768,1
PMC4512094,18
PMC5335754,1
PMC5147789,5
PMC5420106,1
PMC5415793,3
PMC3531122,11
PMC3531122,11
PMC3531122,11
PMC3531122,11
PMC3531122,11
PMC3531122,11
PMC3531122,11
PMC5389706,3
PMC3632126,2
PMC4377852,12
PMC5424422,2
PMC5442873,6
PMC3898078,2
PMC4008361,1
PMC5124223,7
PMC5244706,3
PMC4714477,7
PMC5559844,7
PMC5599894,4
PMC4053693,3
PMC4392865,9
PMC4599317,5
PMC3315298,11
PMC3315298,11
PMC4029357,9
PMC4053864,11
PMC4652745,8
PMC4782368,4
PMC5046977,11
PMC5446715,4
PMC2944782,78
PMC3820164,6
PMC4824108,2
PMC4375928,5
PMC4823857,5
PMC5080738,5
PMC3191490,59
PMC3315298,11
PMC3564850,1
PMC5374636,2
PMC3675467,1
PMC3905904,3
PMC3943510,3
PMC5046977,11
PMC4682396,5
PMC2978222,14
PMC3300008,11
PMC4756855,8
PMC4804564,6
PMC4299793,4
PMC4289351,5
PMC4053864,11
PMC5461682,11
PMC2949900,26
PMC2955048,3
PMC2944782,78
PMC3223864,16
PMC3443069,21
PMC4124158,8
PMC4213475,8
PMC4618947,31
PMC4914126,20
PMC5288875,3
PMC5427619,24
PMC3236847,23
PMC3443452,11
PMC3591264,5
PMC5640951,19
PMC5615262,4
PMC4377852,12
PMC5330805,8
PMC5389536,16
PMC5193323,6
PMC4299793,4
PMC4460959,3
PMC2944782,78
PMC3524317,3
PMC4618947,31
PMC5427619,24
PMC5485588,15
PMC2873801,3
PMC3684512,17
PMC3091626,2
PMC3460789,10
PMC4838348,1
PMC5389536,16
PMC4874696,5
PMC5462476,6
PMC4559005,2
PMC3016410,2
PMC3799445,2
PMC2745689,2
PMC2686740,1
PMC5310278,10
PMC4652745,8
PMC2863163,8
PMC3308032,5
PMC3258120,19
PMC3521227,11
PMC3545737,5
PMC3556652,5
PMC3723500,7
PMC4512094,18
PMC5330036,3
PMC5175345,4
PMC5487056,1
PMC4016702,4
PMC4392865,9
PMC4497424,2
PMC4652745,8
PMC4782368,4
PMC4928286,12
PMC4855979,1
PMC5046977,11
PMC5120506,3
PMC5307731,2
PMC5446715,4
PMC5366155,4
PMC5481917,2
PMC5604286,2
PMC5683364,1
PMC2896096,1
PMC2896182,1
PMC3224234,5
PMC3258120,19
PMC3521227,11
PMC3545737,5
PMC3491371,5
PMC3431293,36
PMC3751310,2
PMC3727977,1
PMC3723500,7
PMC4512094,18
PMC5009532,7
PMC3446318,13
PMC5485588,15
PMC4549084,3
PMC4574526,17
PMC4381047,4
PMC4551926,4
PMC5241969,4
PMC4342825,19
PMC2801700,15
PMC4008172,2
PMC5481917,2
PMC5604286,2
PMC4942116,12
PMC4942116,12
PMC5161304,1
PMC4888261,17
PMC2689187,3
PMC2689187,3
PMC4512094,18
PMC2863163,8
PMC3308032,5
PMC3258120,19
PMC3556652,5
PMC3799430,4
PMC3723500,7
PMC4512094,18
PMC5009532,7
PMC5330036,3
PMC5374660,1
PMC5324221,5
PMC2820458,3
PMC5591525,9
PMC4054100,4
PMC4367926,1
PMC4942116,12
PMC4942116,12
PMC4027215,3
PMC4342825,19
PMC3584913,2
PMC4081075,13
PMC4512160,8
PMC4566848,9
PMC4345003,6
PMC5001240,2
PMC4719699,5
PMC4464629,2
PMC4644070,2
PMC4522970,5
PMC5389178,5
PMC4962388,2
PMC5363043,12
PMC3937041,1
PMC4862082,32
PMC5681780,3
PMC5330805,8
PMC4230795,4
PMC2863163,8
PMC3446278,10
PMC3877965,6
PMC4987914,7
PMC4086060,1
PMC2944782,78
PMC4046673,64
PMC4357728,20
PMC2944782,78
PMC4326481,1
PMC5009710,1
PMC4357708,4
PMC4928286,12
PMC3049149,8
PMC3475661,3
PMC4058914,1
PMC4230795,4
PMC5587802,5
PMC4389802,2
PMC4331481,1
PMC4787803,2
PMC4908365,2
PMC5001242,2
PMC5226821,2
PMC4919894,3
PMC4719699,5
PMC5389000,2
PMC4682396,5
PMC4681149,4
PMC4095003,1
PMC2944782,78
PMC5024470,1
PMC4605289,1
PMC3483240,5
PMC4416174,2
PMC4908365,2
PMC5001242,2
PMC5226821,2
PMC2653464,3
PMC2967749,17
PMC3533509,2
PMC3207936,3
PMC4417167,1
PMC5289608,2
PMC4046673,64
PMC3706780,2
PMC3749952,26
PMC4426835,1
PMC4547404,2
PMC5540620,1
PMC5488340,2
PMC4574543,1
PMC4823857,5
PMC5027495,2
PMC5374695,1
PMC5414305,2
PMC5310274,1
PMC5470739,3
PMC4160374,4
PMC4321899,2
PMC4506430,3
PMC4531809,1
PMC5168810,3
PMC4979126,5
PMC5448817,4
PMC5485588,15
PMC4404573,3
PMC4682396,5
PMC3315298,11
PMC5667504,1
PMC2383918,23
PMC4480902,5
PMC4678843,1
PMC5406893,5
PMC4399757,2
PMC4471934,6
PMC2745680,9
PMC4029366,3
PMC5226817,1
PMC5688624,3
PMC4552468,1
PMC5660458,5
PMC4551926,4
PMC4227139,1
PMC4357708,4
PMC3013804,10
PMC2887810,5
PMC2895626,5
PMC2922198,3
PMC2822536,7
PMC2822537,6
PMC3073183,10
PMC3224118,16
PMC3314566,10
PMC3436770,6
PMC3580410,8
PMC3446278,10
PMC3614553,4
PMC3848894,6
PMC3598775,7
PMC3848818,6
