pmc,repoIDcount
PMC3961800,9
PMC4168973,5
PMC4474423,3
PMC4769543,6
PMC5629553,4
PMC4357728,20
PMC4482058,4
PMC4815170,6
PMC3224482,5
PMC4746818,2
PMC4574526,17
PMC4506430,3
PMC4681149,4
PMC4705679,2
PMC4739097,27
PMC4605286,3
PMC5591525,9
PMC3403121,2
PMC4617894,2
PMC5688663,5
PMC5013909,1
PMC4423592,2
PMC4652761,10
PMC5088519,4
PMC5663038,3
PMC4987914,7
PMC4364483,1
PMC4652745,8
PMC5054584,11
PMC5488362,2
PMC5330805,8
PMC4578944,5
PMC3679856,8
PMC3903047,5
PMC5389674,9
PMC4605286,3
PMC4908685,6
PMC2788585,4
PMC2805698,2
PMC2488358,3
PMC4194418,3
PMC5389178,5
PMC4378340,8
PMC5449593,15
PMC4977677,7
PMC5345243,26
PMC5458484,2
PMC4381081,2
PMC5249008,8
PMC4881296,3
PMC5080738,5
PMC5442705,1
PMC5330805,8
PMC2982694,3
PMC3013779,1
PMC3073923,12
PMC3580496,11
PMC5569300,2
PMC5330805,8
PMC5697344,17
PMC2982685,1
PMC3140076,1
PMC2944782,78
PMC3443069,21
PMC3574043,1
PMC3583189,2
PMC3654928,2
PMC4046673,64
PMC3702487,2
PMC3827844,8
PMC4028079,3
PMC4101702,2
PMC4618947,31
PMC5069797,17
PMC4914126,20
PMC5427619,24
PMC5640951,19
PMC4460634,6
PMC4046673,64
PMC4531538,2
PMC4822256,2
PMC5134098,1
PMC4599317,5
PMC3073183,10
PMC3203619,12
PMC5376499,29
PMC2537561,1
PMC2781828,1
PMC2817484,3
PMC2853690,2
PMC2838869,2
PMC2920277,3
PMC3026357,2
PMC2838842,2
PMC3025565,4
PMC3128035,6
PMC3224096,1
PMC3314675,2
PMC3599453,1
PMC3535702,6
PMC3626802,1
PMC3644270,1
PMC3816316,3
PMC3919567,3
PMC4168703,2
PMC4290828,8
PMC4160374,4
PMC4005682,8
PMC4625728,23
PMC4681149,4
PMC5408923,8
PMC4973090,4
PMC5027495,2
PMC5460543,2
PMC5448817,4
PMC3178546,16
PMC3616710,3
PMC5234101,4
PMC4046673,64
PMC2944782,78
PMC3333884,7
PMC4046673,64
PMC4046673,64
PMC5330805,8
PMC5376499,29
PMC5613491,3
PMC2861677,4
PMC2944782,78
PMC5009757,6
PMC4987914,7
PMC5084341,8
PMC1885270,1
PMC5345243,26
PMC5369021,4
PMC5389536,16
PMC4874696,5
PMC5462476,6
PMC2684550,2
PMC4536608,5
PMC2845644,5
PMC4856978,19
PMC5330805,8
PMC5376499,29
PMC4315165,1
PMC5406939,14
PMC4853861,5
PMC2848248,13
PMC4619244,15
PMC5097360,11
PMC4710974,4
PMC4804494,3
PMC5501199,3
PMC5388394,5
PMC5133492,1
PMC3326306,2
PMC3343110,6
PMC4965733,10
PMC2748096,62
PMC5046977,11
PMC3141272,2
PMC3637832,2
PMC4531811,3
PMC4350614,1
PMC4822256,2
PMC3536586,29
PMC4619244,15
PMC5147789,5
PMC5147789,5
PMC2576257,11
PMC2998528,2
PMC3536586,29
PMC4797117,8
PMC5147789,5
PMC2576257,11
PMC2848248,13
PMC3536586,29
PMC3536586,29
PMC2576257,11
PMC2848248,13
PMC3536586,29
PMC2576257,11
PMC2848248,13
PMC3536586,29
PMC3536586,29
PMC2576257,11
PMC3536586,29
PMC5147789,5
PMC2576257,11
PMC3283746,9
PMC3536586,29
PMC3610429,5
PMC2576257,11
PMC3283746,9
PMC3536586,29
PMC3610429,5
PMC2576257,11
PMC3283746,9
PMC3536586,29
PMC3610429,5
PMC3536586,29
PMC3610429,5
PMC4797117,8
PMC2576257,11
PMC3283746,9
PMC3123201,6
PMC3536586,29
PMC5327533,2
PMC5655803,5
PMC2975422,18
PMC4652745,8
PMC4619244,15
PMC3536586,29
PMC4574526,17
PMC4770512,2
PMC5387360,2
PMC5588707,4
PMC3472294,3
PMC4619244,15
PMC5416874,8
PMC4512094,18
PMC4995760,2
PMC4930624,3
PMC3224234,5
PMC3091730,2
PMC1950531,1
PMC2636774,2
PMC4132698,4
PMC3592398,3
PMC4330396,7
PMC2257939,25
PMC3783169,5
PMC3203610,4
PMC4759767,5
PMC5041471,4
PMC3314566,10
PMC3852209,4
PMC4471934,6
PMC5698929,1
PMC2801700,15
PMC5093975,4
PMC5416753,4
PMC5416753,4
PMC4191388,1
PMC5470739,3
PMC4354990,2
PMC2762058,4
PMC3472294,3
PMC4538818,3
PMC4888261,17
PMC4888261,17
PMC3018144,4
PMC4862082,32
PMC4772672,3
PMC4539712,3
PMC5363043,12
PMC2703919,3
PMC3378883,2
PMC3851181,4
PMC4229886,5
PMC5209944,5
PMC2748096,62
PMC3098084,6
PMC2944782,78
PMC5389178,5
PMC4869249,4
PMC3258134,2
PMC4784276,29
PMC4902951,9
PMC3765282,7
PMC3464930,1
PMC5282853,2
PMC4823857,5
PMC5249008,8
PMC4862082,32
PMC4881296,3
PMC4930624,3
PMC4772672,3
PMC5371246,3
PMC5596896,3
PMC5376499,29
PMC5688663,5
PMC2383918,23
PMC5080738,5
PMC4928286,12
PMC5376499,29
PMC5154105,6
PMC5465565,4
PMC2696448,1
PMC3236847,23
PMC3258120,19
PMC3367180,7
PMC4196030,1
PMC4597416,1
PMC4849722,3
PMC5237151,12
PMC5237151,12
PMC5237151,12
PMC4450845,1
PMC4667463,3
PMC4980791,12
PMC4862082,32
PMC5685645,1
PMC3479204,5
PMC4124158,8
PMC4062047,12
PMC2797819,6
PMC3439679,8
PMC5096314,9
PMC5154163,10
PMC5406893,5
PMC4653393,3
PMC2739230,3
PMC2975422,18
PMC2975422,18
PMC3236847,23
PMC4075609,3
PMC5427619,24
PMC4862082,32
PMC5376499,29
PMC4549084,3
PMC4574526,17
PMC4576377,1
PMC4551926,4
PMC4605315,1
PMC4774023,3
PMC5224500,2
PMC5291250,1
PMC4874696,5
PMC5395875,1
PMC5217551,3
PMC5241969,4
PMC5278575,4
PMC5389712,1
PMC5397156,1
PMC5449544,4
PMC5449546,3
PMC5462476,6
PMC5612749,2
PMC4862082,32
PMC5637074,3
PMC5613491,3
PMC5345243,26
PMC2528195,6
PMC3460789,10
PMC4674855,14
PMC4823857,5
PMC5473255,4
PMC4878077,2
PMC5389713,2
PMC4986254,4
PMC5244546,4
PMC3203354,24
PMC5345243,26
PMC3191490,59
PMC5359966,7
PMC3971351,10
PMC4131762,4
PMC4702803,14
PMC5088519,4
PMC2768986,13
PMC2423197,3
PMC2527336,5
PMC2689196,7
PMC2838864,4
PMC2892466,4
PMC2895626,5
PMC2922198,3
PMC2946304,5
PMC3224118,16
PMC3247082,4
PMC3128864,3
PMC3197658,2
PMC3314566,10
PMC3848894,6
PMC3598775,7
PMC3848818,6
PMC3961800,9
PMC3922286,1
PMC4433130,14
PMC4769543,6
PMC2844390,1
PMC3117390,1
PMC3453505,2
PMC3582595,2
PMC3351168,2
PMC3420919,5
PMC4028055,1
PMC4236814,3
PMC4485866,1
PMC5001205,2
PMC4848819,1
PMC4862082,32
PMC4930624,3
PMC5376499,29
PMC3483240,5
PMC2831002,28
PMC5210615,21
PMC3266878,6
PMC5038951,6
PMC5054584,11
PMC5345243,26
PMC3191490,59
PMC3751090,24
PMC4303935,3
PMC2944782,78
PMC3439730,8
PMC3446318,13
PMC4719745,1
PMC3159465,16
PMC4345017,3
PMC2893168,4
PMC2975422,18
PMC2944782,78
PMC3002992,10
PMC3287475,1
PMC4784399,1
PMC5359929,2
PMC3186786,1
PMC2637897,5
PMC2949900,26
PMC2944782,78
PMC3853117,1
PMC3826595,7
PMC3751784,3
PMC4029569,3
PMC3589714,3
PMC4547403,8
PMC4977482,2
PMC3608085,4
PMC5681780,3
PMC5371246,3
PMC4815170,6
PMC5660458,5
PMC2958743,4
PMC3117734,1
PMC4625461,11
PMC3019229,4
PMC2945792,2
PMC3483236,1
PMC3526310,2
PMC4245971,1
PMC4791959,1
PMC4657279,2
PMC2848541,5
PMC3266878,6
PMC2945940,38
PMC5041488,1
PMC2576257,11
PMC2697655,1
PMC2726226,8
PMC2825235,8
PMC3091634,3
PMC3224690,8
PMC3206523,2
PMC3526417,6
PMC4426649,3
PMC2576257,11
PMC2726226,8
PMC2761422,2
PMC2825235,8
PMC3091634,3
PMC3224690,8
PMC3526417,6
PMC3616870,9
PMC4035072,3
PMC4862231,1
PMC3118786,3
PMC4378340,8
PMC3223864,16
PMC3599307,2
PMC2978222,14
PMC3236847,23
PMC3073923,12
PMC3258120,19
PMC3443452,11
PMC3446318,13
PMC3997969,10
PMC4512094,18
PMC4559909,6
PMC4746802,5
PMC4975902,6
PMC3178546,16
PMC3258120,19
PMC3443069,21
PMC3717275,1
PMC4129103,1
PMC4258300,3
PMC4512094,18
PMC4618947,31
PMC4744442,1
PMC4914126,20
PMC2717951,45
PMC4862082,32
PMC2949900,26
PMC4840974,5
PMC3062621,1
PMC3125796,2
PMC5435931,4
PMC5300121,1
PMC4075609,3
PMC3852507,2
PMC5361837,5
PMC5361837,5
PMC5249008,8
PMC4862082,32
PMC2845654,1
PMC3213685,11
PMC3658457,3
PMC3794608,4
PMC5376499,29
PMC2955048,3
PMC2975422,18
PMC4053757,7
PMC4862082,32
PMC5154105,6
PMC5673240,5
PMC3751090,24
PMC3224690,8
PMC3616870,9
PMC5151130,4
PMC5376499,29
PMC3236847,23
PMC4618947,31
PMC2654039,4
PMC2810306,3
PMC2858751,2
PMC2975411,1
PMC3120700,1
PMC3161046,1
PMC3203354,24
PMC3178546,16
PMC3477019,3
PMC3519671,1
PMC3576361,1
PMC3479185,4
PMC3355067,1
PMC3431293,36
PMC4243117,1
PMC4279789,3
PMC4702811,8
PMC4702927,4
PMC5069797,17
PMC5073889,7
PMC5374550,1
PMC3499383,30
PMC2861633,2
PMC4053757,7
PMC5561633,2
PMC2527336,5
PMC2533026,1
PMC2689196,7
PMC2734555,6
PMC2887810,5
PMC2892466,4
PMC2895626,5
PMC2822536,7
PMC2996978,3
PMC2946304,5
PMC2865519,9
PMC3073183,10
PMC3224118,16
PMC3247082,4
PMC3287565,1
PMC3314566,10
PMC3436770,6
PMC3521227,11
PMC3426489,5
PMC3614553,4
PMC3848894,6
PMC3598775,7
PMC3848818,6
PMC3854673,1
PMC3961800,9
PMC4269079,6
PMC4197225,9
PMC4168973,5
PMC5104320,7
PMC2620272,37
PMC3644490,2
PMC3577491,2
PMC2631580,1
PMC3159465,16
PMC5069875,4
PMC5697344,17
PMC4855328,1
PMC2825236,12
PMC3159465,16
PMC3245920,11
PMC3597655,6
PMC5587731,5
PMC5041456,3
PMC5416830,8
PMC4862082,32
PMC3721986,8
PMC4006456,2
PMC4642938,8
PMC5570139,2
PMC5080738,5
PMC5473255,4
PMC2919708,1
PMC4772672,3
PMC2944782,78
PMC4046673,64
PMC4363349,10
PMC4674855,14
PMC4857427,6
PMC5069797,17
PMC5640951,19
PMC3101171,1
PMC3521215,5
PMC2944782,78
PMC2745680,9
PMC2637897,5
PMC2831002,28
PMC2949900,26
PMC3091682,2
PMC3224118,16
PMC3377915,1
PMC3443452,11
PMC3446318,13
PMC4147902,12
PMC4168981,7
PMC4739640,10
PMC4895785,4
PMC5568075,6
PMC3307026,1
PMC2944782,78
PMC3556652,5
PMC3799430,4
PMC4342872,4
PMC4869178,19
PMC3002903,4
PMC3203619,12
PMC2858682,1
PMC3996490,2
PMC3129592,3
PMC3287193,3
PMC3401434,2
PMC3909303,1
PMC4702811,8
PMC4593560,1
PMC3203354,24
PMC4653393,3
PMC3618321,3
PMC3849762,1
PMC2788367,16
PMC2718516,4
PMC3224118,16
PMC3443069,21
PMC3997969,10
PMC4075609,3
PMC4618947,31
PMC4914126,20
PMC5427619,24
PMC3902919,4
PMC5376499,29
PMC2831002,28
PMC3521227,11
PMC4227138,7
PMC4536608,5
PMC4053846,10
PMC4659173,6
PMC5483284,2
PMC3236847,23
PMC2825235,8
PMC3224690,8
PMC3903047,5
PMC4426649,3
PMC3382432,3
PMC2886065,3
PMC5429532,3
PMC545082,1
PMC2761903,16
PMC2875035,11
PMC3298487,4
PMC5314683,1
PMC3191490,59
PMC3177187,3
PMC3258143,2
PMC2788367,16
PMC2950675,1
PMC5570034,3
PMC2917432,4
PMC3479185,4
PMC3191490,59
PMC3203619,12
PMC2267785,2
PMC3852103,4
PMC2267785,2
PMC2949890,12
PMC4682404,3
PMC3751779,8
PMC4378209,3
PMC5449593,15
PMC4378209,3
PMC4378270,1
PMC2588528,2
PMC2688271,2
PMC5544998,2
PMC3002903,4
PMC4046673,64
PMC5640951,19
PMC2978222,14
PMC2978353,2
PMC3203354,24
PMC2949890,12
PMC4354990,2
PMC2945792,2
PMC3526310,2
PMC4869178,19
PMC3236847,23
PMC3191490,59
PMC2761903,16
PMC3225231,9
PMC3510512,5
PMC2967749,17
PMC2935415,4
PMC2797084,2
PMC2845644,5
PMC3439733,1
PMC3443069,21
PMC3431293,36
PMC3516532,13
PMC3643575,3
PMC4618947,31
PMC4965733,10
PMC4975902,6
PMC4914126,20
PMC2778664,5
PMC2881367,3
PMC4673793,4
PMC3443069,21
PMC4618947,31
PMC4914126,20
PMC5427619,24
PMC4147907,1
PMC4262117,33
PMC3002992,10
PMC3446318,13
PMC2631022,3
PMC3223864,16
PMC3877965,6
PMC4147902,12
PMC3252274,3
PMC5371228,7
PMC3012675,4
PMC4433130,14
PMC2990769,1
PMC4404573,3
PMC2797819,6
PMC2872005,1
PMC3765282,7
PMC4363349,10
PMC5640951,19
PMC2873318,2
PMC4308892,1
PMC4702856,1
PMC5006569,1
PMC2423197,3
PMC4070555,2
PMC2996925,4
PMC5485588,15
PMC2528195,6
PMC3460789,10
PMC5363043,12
PMC2801700,15
PMC3446318,13
PMC3643575,3
PMC4618947,31
PMC4914126,20
PMC5427619,24
PMC2717951,45
PMC3012675,4
PMC4051163,18
PMC2865505,2
PMC3252274,3
PMC4818520,4
PMC3012675,4
PMC3208247,5
PMC3510495,5
PMC3975178,4
PMC3496578,1
PMC5485588,15
PMC5088519,4
PMC3224118,16
PMC3443069,21
PMC4255424,2
PMC4213475,8
PMC4168981,7
PMC4618947,31
PMC4914126,20
PMC5427619,24
PMC4702811,8
PMC3644490,2
PMC2559887,2
PMC3056799,1
PMC2856555,4
PMC3191490,59
PMC3185407,3
PMC3545737,5
PMC4959389,2
PMC2865519,9
PMC4986254,4
PMC4345003,6
PMC5353876,4
PMC2788367,16
PMC3073923,12
PMC3460789,10
PMC4229886,5
PMC3734169,6
PMC2943622,12
PMC5310278,10
PMC1501018,4
PMC2216044,1
PMC2703939,1
PMC3113937,1
PMC3224118,16
PMC3446274,4
PMC5615262,4
PMC3348046,1
PMC5629619,3
PMC3852267,3
PMC4617899,2
PMC2780461,2
PMC4005682,8
PMC4062047,12
PMC2944782,78
PMC2822754,3
PMC3446278,10
PMC3506907,2
PMC3479185,4
PMC3431293,36
PMC3703268,4
PMC3721986,8
PMC3728068,4
PMC3581797,12
PMC4678722,6
PMC4877997,14
PMC4784276,29
PMC4856984,2
PMC4751708,1
PMC4836190,3
PMC4902951,9
PMC3002992,10
PMC4384356,1
PMC5264486,15
PMC3225231,9
PMC3315298,11
PMC3783169,5
PMC1524917,2
PMC1865557,2
PMC2435556,9
PMC2831002,28
PMC3223864,16
PMC3203619,12
PMC2655676,2
PMC2673434,2
PMC2858751,2
PMC3118215,3
PMC3089475,2
PMC3460789,10
PMC4308895,2
PMC3681642,1
PMC3890649,3
PMC4509753,26
PMC4546216,2
PMC4640349,4
PMC4804540,7
PMC3637549,12
PMC3890649,3
PMC4804540,7
PMC2475669,1
PMC4804540,7
PMC4213503,2
PMC4509753,26
PMC4546216,2
PMC4640349,4
PMC4804540,7
PMC4213503,2
PMC4804540,7
PMC1885844,1
PMC1852104,1
PMC2063504,2
PMC2242806,2
PMC2238897,1
PMC2596144,1
PMC2788362,1
PMC4583175,3
PMC5545021,3
PMC4702849,1
PMC5073747,5
PMC4233070,2
PMC5629590,1
PMC5427609,5
PMC5319050,5
PMC5427609,5
PMC5319050,5
PMC4756441,4
PMC5370463,32
PMC5011782,4
PMC5011782,4
PMC4290368,4
PMC4290368,4
PMC4546150,2
PMC4508970,2
PMC5553760,2
PMC4867532,2
PMC4200122,1
PMC4791882,1
PMC5225507,2
PMC5217246,4
PMC5282909,1
PMC5317056,4
PMC5009739,2
PMC5612451,1
PMC5210553,3
PMC5088523,1
PMC4937532,1
PMC4607102,1
PMC5094085,1
PMC5039785,4
PMC5039785,4
PMC5319050,5
PMC5319050,5
PMC5319050,5
PMC2898081,3
PMC5001615,3
PMC3064787,2
PMC3130253,5
PMC3167610,3
PMC4117428,2
PMC2781750,1
PMC2881400,1
PMC3046488,3
PMC3044311,3
PMC3167803,10
PMC3064787,2
PMC3769146,4
PMC3248028,4
PMC4840868,73
PMC3420919,5
PMC3469347,10
PMC2945790,1
PMC3156955,2
PMC3129672,4
PMC3491412,12
PMC3656776,2
PMC3478155,2
PMC4840868,73
PMC2943596,4
PMC3315510,2
PMC3129672,4
PMC3495688,50
PMC3469347,10
PMC3656776,2
PMC3919567,3
PMC4609108,2
PMC4625728,23
PMC4787746,2
PMC4973090,4
PMC5448817,4
PMC5154163,10
PMC3701142,5
PMC3129672,4
PMC3381971,1
PMC3469347,10
PMC4168703,2
PMC4609108,2
PMC4971691,3
PMC5395770,6
PMC4035071,3
PMC3673906,2
PMC5025612,1
PMC5112684,2
PMC3558330,2
PMC4528681,1
PMC5559844,7
PMC3707065,1
PMC4389708,12
PMC4684307,2
PMC5648452,3
PMC3395874,1
PMC4832472,3
PMC4389708,12
PMC4684307,2
PMC5648452,3
PMC3830539,2
PMC4971691,3
PMC4887298,4
PMC5607646,1
PMC5244592,1
PMC5055345,6
PMC4165373,4
PMC5543425,3
PMC5657049,1
PMC4432979,1
PMC4320431,1
PMC5497376,8
PMC5613641,8
PMC5371228,7
PMC3535702,6
PMC3426808,2
PMC3816316,3
PMC4331710,25
PMC4331710,25
PMC4073010,1
PMC3219966,12
PMC5657048,1
PMC4331710,25
PMC4474418,1
PMC3245612,2
PMC3514201,7
PMC3691734,1
PMC3751903,2
PMC4054677,3
PMC4445815,3
PMC4756807,22
PMC5260008,4
PMC4035057,10
PMC4375924,2
PMC4331710,25
PMC3571712,1
PMC4272516,140
PMC3401476,1
PMC3479216,2
PMC5001245,1
PMC5203714,21
PMC4053856,1
PMC4441069,2
PMC4035057,10
PMC4375928,5
PMC4195908,3
PMC4195908,3
PMC3646689,1
PMC4539667,8
PMC4381047,4
PMC5072325,4
PMC4658763,3
PMC5199621,3
PMC5496257,9
PMC4634154,14
PMC4832559,2
PMC4539667,8
PMC4290368,4
PMC4290368,4
PMC4227756,2
PMC4666360,3
PMC4787819,1
PMC5576108,1
PMC5654091,3
PMC5501199,3
PMC4508970,2
PMC4769584,14
PMC4880872,1
PMC5094043,13
PMC5553760,2
PMC5654091,3
PMC5260093,1
PMC4831157,3
PMC5376499,29
PMC5199621,3
PMC4797269,7
PMC5317056,4
PMC4681086,4
PMC4887298,4
PMC5292764,1
PMC5310122,1
PMC5654091,3
PMC5496257,9
PMC5097424,2
PMC5545040,3
PMC5496257,9
PMC5496257,9
PMC5496257,9
PMC5496257,9
PMC4023493,4
PMC4023493,4
PMC4459677,9
PMC3167803,10
PMC3526431,1
PMC3446322,1
PMC4015147,6
PMC4603742,2
PMC5310280,1
PMC4021105,3
PMC3394419,17
PMC3505181,18
PMC4840868,73
PMC3505181,18
PMC3505181,18
PMC4840868,73
PMC3505181,18
PMC3488244,15
PMC3505181,18
PMC4840868,73
PMC3076267,8
PMC4168712,2
PMC4449525,2
PMC3505181,18
PMC4840868,73
PMC4840868,73
PMC3505181,18
PMC4074385,4
PMC5399794,11
PMC5399794,11
PMC5209911,14
PMC5209911,14
PMC4056463,5
PMC5209911,14
PMC5209911,14
PMC5209911,14
PMC5209911,14
PMC3597144,3
PMC3491410,6
PMC3973284,2
PMC3491410,6
PMC3491410,6
PMC3113943,2
PMC4147892,1
PMC3753617,1
PMC5567656,4
PMC3698011,3
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4086126,1
PMC4625728,23
PMC4840868,73
PMC4481695,7
PMC4547610,9
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC5550947,16
PMC4840868,73
PMC5550947,16
PMC3495688,50
PMC4840868,73
PMC5550947,16
PMC3495688,50
PMC4840868,73
PMC5550947,16
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC4840868,73
PMC5550947,16
PMC5550947,16
PMC5550947,16
PMC5550947,16
PMC5550947,16
PMC5550947,16
PMC5550947,16
PMC4150757,6
PMC5027123,5
PMC4008362,5
PMC5382505,8
PMC4356054,1
PMC4542784,3
PMC5209911,14
PMC5209911,14
PMC4015147,6
PMC3627565,5
PMC4168706,1
PMC4174676,9
PMC4248469,2
PMC4570262,5
PMC4910249,5
PMC3622638,1
PMC4147886,2
PMC3798757,10
PMC4131054,15
PMC3973284,2
PMC4682380,1
PMC5069797,17
PMC3556151,4
PMC3556151,4
PMC3592472,1
PMC5418765,7
PMC4841963,5
PMC4841963,5
PMC5418765,7
PMC5418765,7
PMC5094043,13
PMC5094043,13
PMC5094043,13
PMC5094043,13
PMC5094043,13
PMC5094043,13
PMC5094043,13
PMC5635495,36
PMC4547610,9
PMC5324271,3
PMC4559890,9
PMC4559890,9
PMC4559890,9
PMC4559890,9
PMC4559890,9
PMC4559890,9
PMC5547545,3
PMC5210553,3
PMC5210553,3
PMC5070092,4
PMC5414186,30
PMC5070092,4
PMC5414186,30
PMC5504734,13
PMC5466358,6
PMC5466358,6
PMC4506483,10
PMC5165717,2
PMC5466358,6
PMC4506483,10
PMC5165717,2
PMC5466358,6
PMC5657035,2
PMC5224473,6
PMC5657035,2
PMC5419444,4
PMC4378227,1
PMC5504734,13
PMC5699183,20
PMC5657078,2
PMC4287502,3
PMC5657078,2
PMC4756807,22
PMC4756807,22
PMC5343294,2
PMC4892416,4
PMC4756807,22
PMC4910249,5
PMC4910249,5
PMC4759986,10
PMC5644170,1
PMC3965104,2
PMC4383990,2
PMC4660826,6
PMC4711006,4
PMC4711006,4
PMC4711006,4
PMC5466358,6
PMC4711006,4
PMC5466358,6
PMC4547610,9
PMC4165373,4
PMC4766705,8
PMC4766705,8
PMC4165373,4
PMC4766705,8
PMC4547610,9
PMC5547545,3
PMC4547610,9
PMC4074385,4
PMC4231758,1
PMC5399794,11
PMC4779561,6
PMC4779561,6
PMC5635495,36
PMC5482724,29
PMC4547610,9
PMC5418765,7
PMC4547610,9
PMC5563063,6
PMC5343294,2
PMC4343054,8
PMC5416832,7
PMC4231744,6
PMC5416832,7
PMC4687090,1
PMC4910249,5
PMC2831844,2
PMC5408791,3
PMC4389708,12
PMC4393512,3
PMC4005636,3
PMC4330339,1
PMC5009819,1
PMC4939949,8
PMC3632116,2
PMC4963998,6
PMC4963998,6
PMC5430618,12
PMC4389708,12
PMC4389708,12
PMC4428112,3
PMC4963998,6
PMC4389708,12
PMC4389708,12
PMC4428112,3
PMC4389708,12
PMC3750513,3
PMC3965104,2
PMC4383990,2
PMC3044310,3
PMC3072957,4
PMC3514201,7
PMC3521391,2
PMC4015147,6
PMC3629993,4
PMC3629993,4
PMC3505181,18
PMC3505181,18
PMC4840868,73
PMC3125812,2
PMC2919710,1
PMC3051901,7
PMC3051901,7
PMC4137073,8
PMC4137073,8
PMC4137073,8
PMC4137073,8
PMC4307147,8
PMC4652555,3
PMC4342890,3
PMC4892416,4
PMC4760927,4
PMC4005686,6
PMC4342890,3
PMC4760927,4
PMC3783187,11
PMC4339746,1
PMC4908363,2
PMC3163565,12
PMC3495688,50
PMC3469347,10
PMC4077321,2
PMC4625728,23
PMC4840868,73
PMC4625728,23
PMC3163565,12
PMC3495688,50
PMC4625728,23
PMC4840868,73
PMC4625728,23
PMC4625728,23
PMC4625728,23
PMC3163565,12
PMC4625728,23
PMC4137073,8
PMC4137073,8
PMC4298084,1
PMC4652555,3
PMC3469347,10
PMC3277949,11
PMC4509613,2
PMC3277949,11
PMC4509613,2
PMC3056800,1
PMC3701547,2
PMC3219966,12
PMC3219966,12
PMC5027123,5
PMC4269174,4
PMC4990865,3
PMC4990865,3
PMC4990865,3
PMC4015147,6
PMC4253827,1
PMC3927682,2
PMC4462005,2
PMC4063226,5
PMC5382505,8
PMC3378858,5
PMC3378858,5
PMC4342890,3
PMC5069867,3
PMC4760927,4
PMC5069867,3
PMC4673974,12
PMC5069867,3
PMC4400156,20
PMC4722740,9
PMC5496183,4
PMC4506583,2
PMC5497376,8
PMC5497376,8
PMC5497376,8
PMC4299006,8
PMC4180789,2
PMC4490614,5
PMC5496183,4
PMC4334395,1
PMC4180789,2
PMC5100175,9
PMC4403906,2
PMC4403906,2
PMC5382505,8
